,Review_Text,Language,Rating (1-5),Country,Sentiment,Aspect_Focus
655,The prices are a bit high compared to local restaurants.,English,2,Algeria,Negative,Pricing
656,"Tout était parfait, je recommande vivement! 👍",French,5,Algeria,Positive,Order Accuracy
657,توصيل سريع ولكن الطعام لم يكن كما توقعت.,Arabic,3,Algeria,Positive,Food Quality
658,App is user-friendly and easy to navigate.,English,4,Algeria,Positive,App Usability
659,La nourriture était froide et sans goût.,French,1,Algeria,Negative,Food Quality
660,خدمة عملاء ممتازة وسريعة الاستجابة.,Arabic,5,Algeria,Positive,Customer Service
661,Delivery was delayed and the food was incomplete.,English,2,Algeria,Negative,Order Accuracy
662,Les prix sont raisonnables pour la qualité offerte.,French,4,Algeria,Positive,Pricing
663,الأكل لذيذ والتوصيل كان في الوقت المحدد.,Arabic,5,Algeria,Positive,Delivery Speed
664,"The packaging was damaged, and some items were missing.",English,1,Algeria,Negative,Packaging
665,"Service rapide et efficace, merci beaucoup!",French,5,Algeria,Positive,Customer Service
666,التطبيق يتعطل أحياناً مما يسبب مشاكل.,Arabic,2,Algeria,Negative,App Usability
667,Good food but the delivery was a bit slow.,English,3,Algeria,Positive,Delivery Speed
668,La commande est arrivée rapidement et en bon état.,French,5,Algeria,Positive,Order Accuracy
669,الأكل كان مشبعة وكانت الخدمة ممتازة.,Arabic,4,Algeria,Positive,Food Quality
670,The app interface is confusing and not intuitive.,English,2,Algeria,Negative,App Usability
671,Très déçu par la qualité du repas.,French,1,Algeria,Negative,Food Quality
672,خدمة رائعة والأسعار مناسبة جداً.,Arabic,5,Algeria,Positive,Pricing
673,La livraison était barda et le repas était délicieux!,French,5,Algeria,Positive,Food Quality
674,الأكل بارد والمغلف سيء جداً.,Arabic,1,Algeria,Negative,Packaging
675,"Great app usability, easy to place orders.",English,4,Algeria,Positive,App Usability
676,La nourriture n'était pas bnina comme d'habitude.,French,2,Algeria,Negative,Food Quality
677,التوصيل سريع والأكل لذيذ.,Arabic,5,Algeria,Positive,Delivery Speed
678,The order was missing items and took too long to resolve.,English,1,Algeria,Negative,Order Accuracy
679,Service client efficace et sympathique.,French,5,Algeria,Positive,Customer Service
680,الأكل كان مش بطال ولكن لم يكن طازجاً.,Arabic,3,Algeria,Positive,Food Quality
681,Prices are a bit high but the food is worth it.,English,4,Algeria,Positive,Pricing
682,La livraison a été retardée et le repas froid.,French,2,Algeria,Negative,Delivery Speed
683,التطبيق سهل الاستخدام لكن هناك بعض المشاكل.,Arabic,3,Algeria,Positive,App Usability
684,Food quality has declined recently.,English,2,Algeria,Negative,Food Quality
685,La commande était correcte et arrivée à temps.,French,5,Algeria,Positive,Order Accuracy
686,الأكل وصل بارد ولم يكن لذيذاً.,Arabic,2,Algeria,Negative,Food Quality
687,"Excellent packaging, nothing was spilled.",English,5,Algeria,Positive,Packaging
688,La nourriture était ok mais le service client est mauvais.,French,2,Algeria,Negative,Customer Service
689,خدمة التوصيل بطيئة جداً.,Arabic,1,Algeria,Negative,Delivery Speed
690,The app is intuitive and works smoothly.,English,4,Algeria,Positive,App Usability
691,La livraison a été rapide et le repas était bnina.,French,5,Algeria,Positive,Delivery Speed
692,الأكل كان مش طيب كما توقعت.,Arabic,2,Algeria,Negative,Food Quality
693,Affordable prices and good food quality.,English,4,Algeria,Positive,Pricing
694,La nourriture était fraîche et bien emballée.,French,5,Algeria,Positive,Packaging
695,خدمة عملاء سيئة ولم يتم حل مشكلتي.,Arabic,1,Algeria,Negative,Customer Service
696,The food was delivered on time and was tasty.,English,5,Algeria,Positive,Delivery Speed
697,La plateforme a des bugs fréquents.,French,2,Algeria,Negative,App Usability
698,الأكل وصل في الوقت المحدد وكانت الأسعار مناسبة.,Arabic,5,Algeria,Positive,Pricing
699,The delivery was cold and the food was stale.,English,1,Algeria,Negative,Food Quality
700,Très bon service et nourriture délicieuse.,French,5,Algeria,Positive,Food Quality
701,التطبيق صعب الاستخدام ويتعطل كثيراً.,Arabic,2,Algeria,Negative,App Usability
702,Good customer service and reliable delivery.,English,4,Algeria,Positive,Customer Service
703,La nourriture n'était pas à la hauteur des attentes.,French,2,Algeria,Negative,Food Quality
704,الأكل طيب ولكن التغليف كان سيء.,Arabic,3,Algeria,Positive,Packaging
705,The prices are too high for the portion sizes.,English,2,Algeria,Negative,Pricing
706,Livraison rapide et nourriture fraîche.,French,5,Algeria,Positive,Delivery Speed
707,خدمة التوصيل ممتازة والأسعار جيدة.,Arabic,5,Algeria,Positive,Pricing
708,The food arrived late and was cold.,English,1,Algeria,Negative,Delivery Speed
709,La commande était complète et correcte.,French,5,Algeria,Positive,Order Accuracy
710,الأكل ليس بطعمي المفضل.,Arabic,2,Algeria,Negative,Food Quality
711,"Affordable and tasty meals, will order again.",English,4,Algeria,Positive,Pricing
712,La livraison était lente et le repas froid.,French,1,Algeria,Negative,Delivery Speed
713,التطبيق يعمل بشكل جيد معظم الوقت.,Arabic,4,Algeria,Positive,App Usability
714,"Food quality has declined, not satisfied.",English,2,Algeria,Negative,Food Quality
715,Très bon rapport qualité-prix.,French,5,Algeria,Positive,Pricing
716,الأكل وصل في الوقت المحدد وكان لذيذاً.,Arabic,5,Algeria,Positive,Delivery Speed
717,The app is buggy and hard to use.,English,1,Algeria,Negative,App Usability
718,La nourriture était excellente et bien présentée.,French,5,Algeria,Positive,Food Quality
719,الأكل ليس طازجاً كما كنت أتمنى.,Arabic,2,Algeria,Negative,Food Quality
720,Good service and the food was tasty.,English,4,Algeria,Positive,Customer Service
721,La livraison a été retardée sans raison.,French,2,Algeria,Negative,Delivery Speed
722,الأكل وصل بسرعة وكان طيباً.,Arabic,5,Algeria,Positive,Delivery Speed
723,"La commande est arrivée en un temps record, merci!",French,5,Algeria,Positive,Delivery Speed
724,الأكل وصل متأخراً وكان غير ساخن.,Arabic,2,Algeria,Negative,Delivery Speed
725,The food was fresh and tasted great.,English,5,Algeria,Positive,Food Quality
726,La plateforme est parfois lente à charger.,French,3,Algeria,Positive,App Usability
727,خدمة التوصيل ممتازة والأسعار معقولة.,Arabic,5,Algeria,Positive,Pricing
728,The order was wrong and the customer service was unhelpful.,English,1,Algeria,Negative,Order Accuracy
729,La nourriture était savoureuse et bien emballée.,French,5,Algeria,Positive,Food Quality
730,الأكل بارد ولم يكن جيداً كما توقعت.,Arabic,2,Algeria,Negative,Food Quality
731,Great variety of food options available.,English,4,Algeria,Positive,Food Quality
732,La livraison a été rapide mais le repas était moyen.,French,3,Algeria,Positive,Delivery Speed
733,الأكل طيب ولكن التغليف كان سيء.,Arabic,3,Algeria,Positive,Packaging
734,The app is easy to use and efficient.,English,5,Algeria,Positive,App Usability
735,La commande a été incorrecte et j'ai dû attendre longtemps.,French,2,Algeria,Negative,Order Accuracy
736,الأكل وصل بسرعة وكان بنين جداً.,Arabic,5,Algeria,Positive,Delivery Speed
737,The food was decent but not exceptional.,English,3,Algeria,Positive,Food Quality
738,La livraison était lente et le repas était froid.,French,1,Algeria,Negative,Delivery Speed
739,الأكل لذيذ والتغليف ممتاز.,Arabic,5,Algeria,Positive,Food Quality
740,"The app often crashes, making it difficult to order.",English,1,Algeria,Negative,App Usability
741,La nourriture était excellente et le service rapide.,French,5,Algeria,Positive,Food Quality
742,الأكل وصل بارد ولم يكن طازجاً.,Arabic,2,Algeria,Negative,Food Quality
743,Good prices for the quality of food.,English,4,Algeria,Positive,Pricing
744,La commande est arrivée en bon état et rapidement.,French,5,Algeria,Positive,Order Accuracy
745,الأكل كان طيب ولكن التوصيل كان بطيئاً.,Arabic,3,Algeria,Positive,Delivery Speed
746,The food was not as advertised.,English,2,Algeria,Negative,Food Quality
747,La plateforme est fiable et facile à utiliser.,French,5,Algeria,Positive,App Usability
748,الأكل وصل في الوقت المحدد وكان طازجاً.,Arabic,5,Algeria,Positive,Delivery Speed
749,The delivery was prompt and the food was delicious.,English,5,Algeria,Positive,Delivery Speed
750,La livraison a été retardée sans explication.,French,2,Algeria,Negative,Delivery Speed
751,الأكل كان بنين ولكن الخدمة كانت سيئة.,Arabic,2,Algeria,Negative,Customer Service
752,The app is user-friendly and reliable.,English,5,Algeria,Positive,App Usability
753,La nourriture était fraîche et savoureuse.,French,5,Algeria,Positive,Food Quality
754,الأكل وصل بارد وغير طازج.,Arabic,2,Algeria,Negative,Food Quality
755,Great selection of restaurants available.,English,4,Algeria,Positive,Food Quality
756,La commande est arrivée en bon état mais était tard.,French,3,Algeria,Positive,Order Accuracy
757,الأكل كان جيداً لكن التغليف كان ضعيف.,Arabic,3,Algeria,Positive,Packaging
758,The food was delivered on time and was fresh.,English,5,Algeria,Positive,Delivery Speed
759,La livraison a été très lente et le repas froid.,French,1,Algeria,Negative,Delivery Speed
760,الأكل كان لذيذاً والخدمة ممتازة.,Arabic,5,Algeria,Positive,Food Quality
761,The app has a lot of bugs and crashes often.,English,1,Algeria,Negative,App Usability
762,La nourriture était excellente et la livraison rapide.,French,5,Algeria,Positive,Food Quality
763,الأكل وصل متأخراً وكان بارداً.,Arabic,2,Algeria,Negative,Delivery Speed
764,Affordable and delicious meals.,English,4,Algeria,Positive,Pricing
765,La commande était complète et correcte.,French,5,Algeria,Positive,Order Accuracy
766,الأكل كان مش بطال ولكنه لم يكن طازجاً.,Arabic,3,Algeria,Positive,Food Quality
767,The delivery was quick and the food was tasty.,English,5,Algeria,Positive,Delivery Speed
768,La livraison était lente et le repas غير جيد.,French,2,Algeria,Negative,Delivery Speed
769,الأكل وصل في الوقت المحدد وكان لذيذاً.,Arabic,5,Algeria,Positive,Delivery Speed
770,The app is difficult to navigate and slow.,English,1,Algeria,Negative,App Usability
771,La nourriture était savoureuse et bien présentée.,French,5,Algeria,Positive,Food Quality
772,الأكل كان باردًا وغير طازج.,Arabic,2,Algeria,Negative,Food Quality
773,Excellent service and delicious food.,English,5,Algeria,Positive,Customer Service
774,La plateforme a des problèmes techniques fréquents.,French,2,Algeria,Negative,App Usability
775,الأكل وصل سريعاً وكان طيباً.,Arabic,5,Algeria,Positive,Delivery Speed
776,The food quality has decreased over time.,English,2,Algeria,Negative,Food Quality
777,La livraison a été rapide et sans problèmes.,French,5,Algeria,Positive,Delivery Speed
778,الأكل وصل بارد ومغلف بشكل سيء.,Arabic,1,Algeria,Negative,Packaging
779,Good prices and the food was tasty.,English,4,Algeria,Positive,Pricing
780,La commande a été incorrecte et a pris du temps à résoudre.,French,2,Algeria,Negative,Order Accuracy
781,الأكل كان طازجاً ولذيذاً.,Arabic,5,Algeria,Positive,Food Quality
782,The app is stable and easy to use.,English,5,Algeria,Positive,App Usability
783,La nourriture était médiocre et le service mauvais.,French,1,Algeria,Negative,Food Quality
784,الأكل وصل في الوقت المحدد وكان طازجاً.,Arabic,5,Algeria,Positive,Delivery Speed
785,The delivery was prompt and efficient.,English,5,Algeria,Positive,Delivery Speed
786,La plateforme est difficile à utiliser.,French,2,Algeria,Negative,App Usability
787,الأكل كان بنين جداً وخدمة ممتازة.,Arabic,5,Algeria,Positive,Food Quality
788,The food was delivered cold and was not fresh.,English,1,Algeria,Negative,Food Quality
789,La livraison a été rapide et sans erreurs.,French,5,Algeria,Positive,Order Accuracy
790,الأكل وصل متأخراً وكان بارداً.,Arabic,2,Algeria,Negative,Delivery Speed
791,Great selection and tasty food options.,English,4,Algeria,Positive,Food Quality
792,La commande était incomplète et le service client était nul.,French,1,Algeria,Negative,Order Accuracy
793,الأكل كان لذيذاً جداً والتغليف ممتاز.,Arabic,5,Algeria,Positive,Food Quality
794,The app frequently crashes and is hard to use.,English,1,Algeria,Negative,App Usability
795,La nourriture était fraîche et arrivée rapidement.,French,5,Algeria,Positive,Delivery Speed
796,الأكل وصل بارد ولم يكن طازجاً.,Arabic,2,Algeria,Negative,Food Quality
797,Affordable prices and delicious meals.,English,4,Algeria,Positive,Pricing
798,La livraison a été efficace et le repas délicieux.,French,5,Algeria,Positive,Delivery Speed
799,الأكل كان باردًا وغير لذيذ.,Arabic,2,Algeria,Negative,Food Quality
800,The food was tasty and arrived on time.,English,5,Algeria,Positive,Delivery Speed
801,La plateforme a des bugs et est lente.,French,2,Algeria,Negative,App Usability
802,الأكل وصل بسرعة وكان طيباً جداً.,Arabic,5,Algeria,Positive,Delivery Speed
803,The food quality is inconsistent.,English,3,Algeria,Positive,Food Quality
804,La commande est arrivée en bon état et rapidement.,French,5,Algeria,Positive,Order Accuracy
805,الأكل كان طيبًا ولكن الخدمة بطيئة.,Arabic,3,Algeria,Positive,Delivery Speed
806,The app is user-friendly and reliable.,English,5,Algeria,Positive,App Usability
807,La nourriture était médiocre et le service mauvais.,French,1,Algeria,Negative,Food Quality
808,الأكل وصل متأخرًا وكان باردًا.,Arabic,2,Algeria,Negative,Delivery Speed
809,Great variety and delicious food options.,English,4,Algeria,Positive,Food Quality
810,La plateforme est lente et difficile à naviguer.,French,2,Algeria,Negative,App Usability
811,الأكل كان لذيذاً جدًا وخدمة ممتازة.,Arabic,5,Algeria,Positive,Food Quality
812,The delivery was slow and the food was cold.,English,1,Algeria,Negative,Delivery Speed
813,La nourriture était fraîche et savoureuse.,French,5,Algeria,Positive,Food Quality
814,الأكل وصل بارداً وغير طازج.,Arabic,2,Algeria,Negative,Food Quality
815,Affordable prices and tasty meals.,English,4,Algeria,Positive,Pricing
816,La commande était correcte et arrivée à temps.,French,5,Algeria,Positive,Order Accuracy
817,الأكل كان طيبًا لكن التغليف كان ضعيفاً.,Arabic,3,Algeria,Positive,Packaging
818,The food was delicious and arrived promptly.,English,5,Algeria,Positive,Delivery Speed
819,La livraison a été très lente et le repas froid.,French,1,Algeria,Negative,Delivery Speed
820,الأكل كان لذيذاً جدًا والتغليف ممتاز.,Arabic,5,Algeria,Positive,Food Quality
821,The app is buggy and hard to navigate.,English,1,Algeria,Negative,App Usability
822,La nourriture était excellente et bien présentée.,French,5,Algeria,Positive,Food Quality
823,La livraison a été très rapide et le repas était bnina!,French,5,Algeria,Positive,Delivery Speed
824,The food was delicious and the delivery was prompt.,English,5,Algeria,Positive,Food Quality
825,La plateforme a des problèmes de connexion fréquents.,French,2,Algeria,Negative,App Usability
826,خدمة التوصيل ممتازة والأسعار مناسبة.,Arabic,5,Algeria,Positive,Pricing
827,The delivery was late and the food was cold.,English,1,Algeria,Negative,Delivery Speed
828,La nourriture était fraîche et savoureuse.,French,5,Algeria,Positive,Food Quality
829,الأكل وصل بسرعة وكان طيبًا جدًا.,Arabic,5,Algeria,Positive,Delivery Speed
830,The app is user-friendly but sometimes crashes.,English,3,Algeria,Positive,App Usability
831,La commande a été incorrecte et le service client était lent.,French,2,Algeria,Negative,Order Accuracy
832,الأكل كان طيبًا ولكن التغليف كان سيئًا.,Arabic,3,Algeria,Positive,Packaging
833,Great variety of dishes available on the app.,English,5,Algeria,Positive,Food Quality
834,La livraison était rapide mais le repas était moyen.,French,3,Algeria,Positive,Delivery Speed
835,الأكل وصل باردًا ولم يكن لذيذًا.,Arabic,2,Algeria,Negative,Food Quality
836,The food was tasty and arrived on time. 😊,English,5,Algeria,Positive,Food Quality
837,La plateforme est fiable et facile à utiliser.,French,5,Algeria,Positive,App Usability
838,الأكل كان غير طازج والخدمة بطيئة.,Arabic,2,Algeria,Negative,Food Quality
839,Excellent customer service and delicious food!,English,5,Algeria,Positive,Customer Service
840,La nourriture était délicieuse et bien emballée.,French,5,Algeria,Positive,Packaging
841,الأكل وصل بسرعة وكان طيبًا.,Arabic,5,Algeria,Positive,Delivery Speed
842,The delivery was efficient and the food was fresh.,English,5,Algeria,Positive,Delivery Speed
843,La commande est arrivée en retard et le repas était froid.,French,2,Algeria,Negative,Delivery Speed
844,الأكل كان طيبًا ولكن السعر كان مرتفعًا.,Arabic,3,Algeria,Positive,Pricing
845,The app is intuitive and easy to navigate.,English,5,Algeria,Positive,App Usability
846,La livraison a été impeccable et rapide.,French,5,Algeria,Positive,Delivery Speed
847,الأكل وصل باردًا وغير لذيذ.,Arabic,2,Algeria,Negative,Food Quality
848,Great food quality and fast delivery.,English,5,Algeria,Positive,Food Quality
849,La plateforme a des bugs et est lente.,French,2,Algeria,Negative,App Usability
850,The delivery was prompt and the food was tasty.,English,5,Algeria,Positive,Delivery Speed
851,La nourriture était moyenne et le service médiocre.,French,2,Algeria,Negative,Food Quality
852,الأكل وصل بسرعة وكان طيبًا.,Arabic,5,Algeria,Positive,Delivery Speed
853,"The app crashes too often, making ordering difficult.",English,1,Algeria,Negative,App Usability
854,La livraison était rapide et le repas était délicieux.,French,5,Algeria,Positive,Delivery Speed
855,الأكل وصل باردًا ولم يكن جيدًا.,Arabic,2,Algeria,Negative,Food Quality
856,Excellent packaging and fresh food!,English,5,Algeria,Positive,Packaging
857,La plateforme est parfois difficile à naviguer.,French,3,Algeria,Positive,App Usability
858,الأكل كان طيبًا لكن التوصيل كان بطيئًا.,Arabic,3,Algeria,Positive,Delivery Speed
859,The food was delicious but the delivery was slow.,English,3,Algeria,Positive,Food Quality
860,La nourriture était fraîche et bien présentée.,French,5,Algeria,Positive,Food Quality
861,الأكل وصل بسرعة وكان لذيذاً.,Arabic,5,Algeria,Positive,Delivery Speed
862,The app is user-friendly and works smoothly.,English,5,Algeria,Positive,App Usability
863,La commande était incorrecte et le service client était lent.,French,2,Algeria,Negative,Order Accuracy
864,الأكل كان باردًا وغير طازج.,Arabic,2,Algeria,Negative,Food Quality
865,Great selection and delicious food options.,English,5,Algeria,Positive,Food Quality
866,La livraison a été rapide et sans problèmes.,French,5,Algeria,Positive,Delivery Speed
867,The food was tasty and arrived on time.,English,5,Algeria,Positive,Food Quality
868,La plateforme est fiable et facile à utiliser.,French,5,Algeria,Positive,App Usability
869,الأكل وصل بسرعة وكان لذيذاً جداً.,Arabic,5,Algeria,Positive,Delivery Speed
870,The delivery was efficient and the food was fresh.,English,5,Algeria,Positive,Delivery Speed
871,La commande est arrivée en retard et le repas était froid.,French,2,Algeria,Negative,Delivery Speed
872,الأكل كان طيبًا ولكن السعر كان مرتفعًا.,Arabic,3,Algeria,Positive,Pricing
873,The app is intuitive and easy to navigate.,English,5,Algeria,Positive,App Usability
874,La livraison a été impeccable et rapide.,French,5,Algeria,Positive,Delivery Speed
875,الأكل وصل باردًا وغير لذيذ.,Arabic,2,Algeria,Negative,Food Quality
876,Great food quality and fast delivery.,English,5,Algeria,Positive,Food Quality
877,La plateforme a des bugs et est lente.,French,2,Algeria,Negative,App Usability
878,The delivery was prompt and the food was tasty.,English,5,Algeria,Positive,Delivery Speed
879,La nourriture était moyenne et le service médiocre.,French,2,Algeria,Negative,Food Quality
880,الأكل وصل بسرعة وكان طيبًا.,Arabic,5,Algeria,Positive,Delivery Speed
881,"The app crashes too often, making ordering difficult.",English,1,Algeria,Negative,App Usability
882,La livraison était rapide et le repas était délicieux.,French,5,Algeria,Positive,Delivery Speed
883,الأكل وصل باردًا ولم يكن جيدًا.,Arabic,2,Algeria,Negative,Food Quality
884,Excellent packaging and fresh food!,English,5,Algeria,Positive,Packaging
885,La plateforme est parfois difficile à naviguer.,French,3,Algeria,Positive,App Usability
886,الأكل كان طيبًا لكن التوصيل كان بطيئًا.,Arabic,3,Algeria,Positive,Delivery Speed
887,The food was delicious but the delivery was slow.,English,3,Algeria,Positive,Food Quality
888,La nourriture était fraîche et bien présentée.,French,5,Algeria,Positive,Food Quality
889,الأكل وصل بسرعة وكان لذيذاً.,Arabic,5,Algeria,Positive,Delivery Speed
890,The app is user-friendly and works smoothly.,English,5,Algeria,Positive,App Usability
891,La commande était incorrecte et le service client était lent.,French,2,Algeria,Negative,Order Accuracy
892,الأكل كان باردًا وغير طازج.,Arabic,2,Algeria,Negative,Food Quality
893,Great selection and delicious food options.,English,5,Algeria,Positive,Food Quality
894,La livraison a été rapide et sans problèmes.,French,5,Algeria,Positive,Delivery Speed
895,The food was tasty and arrived on time.,English,5,Algeria,Positive,Food Quality
896,La plateforme est fiable et facile à utiliser.,French,5,Algeria,Positive,App Usability
897,الأكل وصل بسرعة وكان لذيذاً جداً.,Arabic,5,Algeria,Positive,Delivery Speed
898,The delivery was efficient and the food was fresh.,English,5,Algeria,Positive,Delivery Speed
899,La commande est arrivée en retard et le repas était froid.,French,2,Algeria,Negative,Delivery Speed
900,الأكل كان طيبًا ولكن السعر كان مرتفعًا.,Arabic,3,Algeria,Positive,Pricing
901,The app is intuitive and easy to navigate.,English,5,Algeria,Positive,App Usability
902,La livraison a été impeccable et rapide.,French,5,Algeria,Positive,Delivery Speed
903,الأكل وصل باردًا وغير لذيذ.,Arabic,2,Algeria,Negative,Food Quality
904,Great food quality and fast delivery.,English,5,Algeria,Positive,Food Quality
905,La plateforme a des bugs et est lente.,French,2,Algeria,Negative,App Usability
906,The delivery was prompt and the food was tasty.,English,5,Algeria,Positive,Delivery Speed
907,La nourriture était moyenne et le service médiocre.,French,2,Algeria,Negative,Food Quality
908,الأكل وصل بسرعة وكان طيبًا.,Arabic,5,Algeria,Positive,Delivery Speed
909,"The app crashes too often, making ordering difficult.",English,1,Algeria,Negative,App Usability
910,La livraison était rapide et le repas était délicieux.,French,5,Algeria,Positive,Delivery Speed
911,الأكل وصل باردًا ولم يكن جيدًا.,Arabic,2,Algeria,Negative,Food Quality
912,Excellent packaging and fresh food!,English,5,Algeria,Positive,Packaging
913,La plateforme est parfois difficile à naviguer.,French,3,Algeria,Positive,App Usability
914,الأكل كان طيبًا لكن التوصيل كان بطيئًا.,Arabic,3,Algeria,Positive,Delivery Speed
915,The food was delicious but the delivery was slow.,English,3,Algeria,Positive,Food Quality
916,La nourriture était fraîche et bien présentée.,French,5,Algeria,Positive,Food Quality
917,الأكل وصل بسرعة وكان لذيذاً.,Arabic,5,Algeria,Positive,Delivery Speed
918,The app is user-friendly and works smoothly.,English,5,Algeria,Positive,App Usability
919,La commande était incorrecte et le service client était lent.,French,2,Algeria,Negative,Order Accuracy
920,الأكل كان باردًا وغير طازج.,Arabic,2,Algeria,Negative,Food Quality
921,Great selection and delicious food options.,English,5,Algeria,Positive,Food Quality
922,La livraison a été rapide et sans problèmes.,French,5,Algeria,Positive,Delivery Speed
923,The food was tasty and arrived on time.,English,5,Algeria,Positive,Food Quality
924,La plateforme est fiable et facile à utiliser.,French,5,Algeria,Positive,App Usability
925,الأكل وصل بسرعة وكان لذيذاً جداً.,Arabic,5,Algeria,Positive,Delivery Speed
926,The delivery was efficient and the food was fresh.,English,5,Algeria,Positive,Delivery Speed
927,La commande est arrivée en retard et le repas était froid.,French,2,Algeria,Negative,Delivery Speed
928,الأكل كان طيبًا ولكن السعر كان مرتفعًا.,Arabic,3,Algeria,Positive,Pricing
929,The app is intuitive and easy to navigate.,English,5,Algeria,Positive,App Usability
930,La livraison a été impeccable et rapide.,French,5,Algeria,Positive,Delivery Speed
931,الأكل وصل باردًا وغير لذيذ.,Arabic,2,Algeria,Negative,Food Quality
932,Great food quality and fast delivery.,English,5,Algeria,Positive,Food Quality
933,La plateforme a des bugs et est lente.,French,2,Algeria,Negative,App Usability
934,The delivery was prompt and the food was tasty.,English,5,Algeria,Positive,Delivery Speed
935,La nourriture était moyenne et le service médiocre.,French,2,Algeria,Negative,Food Quality
936,الأكل وصل بسرعة وكان طيبًا.,Arabic,5,Algeria,Positive,Delivery Speed
937,"The app crashes too often, making ordering difficult.",English,1,Algeria,Negative,App Usability
938,La livraison était rapide et le repas était délicieux.,French,5,Algeria,Positive,Delivery Speed
939,الأكل وصل باردًا ولم يكن جيدًا.,Arabic,2,Algeria,Negative,Food Quality
940,Excellent packaging and fresh food!,English,5,Algeria,Positive,Packaging
941,La plateforme est parfois difficile à naviguer.,French,3,Algeria,Positive,App Usability
942,الأكل كان طيبًا لكن التوصيل كان بطيئًا.,Arabic,3,Algeria,Positive,Delivery Speed
943,The food was delicious but the delivery was slow.,English,3,Algeria,Positive,Food Quality
944,La nourriture était fraîche et bien présentée.,French,5,Algeria,Positive,Food Quality
945,الأكل وصل بسرعة وكان لذيذاً.,Arabic,5,Algeria,Positive,Delivery Speed
946,The app is user-friendly and works smoothly.,English,5,Algeria,Positive,App Usability
947,La commande était incorrecte et le service client était lent.,French,2,Algeria,Negative,Order Accuracy
948,الأكل كان باردًا وغير طازج.,Arabic,2,Algeria,Negative,Food Quality
949,Great selection and delicious food options.,English,5,Algeria,Positive,Food Quality
950,La livraison a été rapide et sans problèmes.,French,5,Algeria,Positive,Delivery Speed
951,The food was tasty and arrived on time.,English,5,Algeria,Positive,Food Quality
952,La plateforme est fiable et facile à utiliser.,French,5,Algeria,Positive,App Usability
953,الأكل وصل بسرعة وكان لذيذاً جداً.,Arabic,5,Algeria,Positive,Delivery Speed
954,The delivery was efficient and the food was fresh.,English,5,Algeria,Positive,Delivery Speed
955,La commande est arrivée en retard et le repas était froid.,French,2,Algeria,Negative,Delivery Speed
956,الأكل كان طيبًا ولكن السعر كان مرتفعًا.,Arabic,3,Algeria,Positive,Pricing
957,The app is intuitive and easy to navigate.,English,5,Algeria,Positive,App Usability
958,La livraison a été impeccable et rapide.,French,5,Algeria,Positive,Delivery Speed
959,الأكل وصل باردًا وغير لذيذ.,Arabic,2,Algeria,Negative,Food Quality
960,Great food quality and fast delivery.,English,5,Algeria,Positive,Food Quality
961,La plateforme a des bugs et est lente.,French,2,Algeria,Negative,App Usability
962,The delivery was prompt and the food was tasty.,English,5,Algeria,Positive,Delivery Speed
963,La nourriture était moyenne et le service médiocre.,French,2,Algeria,Negative,Food Quality
964,الأكل وصل بسرعة وكان طيبًا.,Arabic,5,Algeria,Positive,Delivery Speed
965,"The app crashes too often, making ordering difficult.",English,1,Algeria,Negative,App Usability
966,La livraison était rapide et le repas était délicieux.,French,5,Algeria,Positive,Delivery Speed
967,الأكل وصل باردًا ولم يكن جيدًا.,Arabic,2,Algeria,Negative,Food Quality
968,Excellent packaging and fresh food!,English,5,Algeria,Positive,Packaging
969,La plateforme est parfois difficile à naviguer.,French,3,Algeria,Positive,App Usability
970,الأكل كان طيبًا لكن التوصيل كان بطيئًا.,Arabic,3,Algeria,Positive,Delivery Speed
971,The food was delicious but the delivery was slow.,English,3,Algeria,Positive,Food Quality
972,La nourriture était fraîche et bien présentée.,French,5,Algeria,Positive,Food Quality
973,الأكل وصل بسرعة وكان لذيذاً.,Arabic,5,Algeria,Positive,Delivery Speed
974,The app is user-friendly and works smoothly.,English,5,Algeria,Positive,App Usability
975,La commande était incorrecte et le service client était lent.,French,2,Algeria,Negative,Order Accuracy
976,الأكل كان باردًا وغير طازج.,Arabic,2,Algeria,Negative,Food Quality
977,Great selection and delicious food options.,English,5,Algeria,Positive,Food Quality
978,La livraison a été rapide et sans problèmes.,French,5,Algeria,Positive,Delivery Speed
979,The food was tasty and arrived on time.,English,5,Algeria,Positive,Food Quality
980,La plateforme est fiable et facile à utiliser.,French,5,Algeria,Positive,App Usability
981,الأكل وصل بسرعة وكان لذيذاً جداً.,Arabic,5,Algeria,Positive,Delivery Speed
982,The delivery was efficient and the food was fresh.,English,5,Algeria,Positive,Delivery Speed
983,La commande est arrivée en retard et le repas était froid.,French,2,Algeria,Negative,Delivery Speed
984,الأكل كان طيبًا ولكن السعر كان مرتفعًا.,Arabic,3,Algeria,Positive,Pricing
985,The app is intuitive and easy to navigate.,English,5,Algeria,Positive,App Usability
986,La livraison a été impeccable et rapide.,French,5,Algeria,Positive,Delivery Speed
987,الأكل وصل باردًا وغير لذيذ.,Arabic,2,Algeria,Negative,Food Quality
988,Great food quality and fast delivery.,English,5,Algeria,Positive,Food Quality
989,La plateforme a des bugs et est lente.,French,2,Algeria,Negative,App Usability
990,The delivery was prompt and the food was tasty.,English,5,Algeria,Positive,Delivery Speed
991,La nourriture était moyenne et le service médiocre.,French,2,Algeria,Negative,Food Quality
992,الأكل وصل بسرعة وكان طيبًا.,Arabic,5,Algeria,Positive,Delivery Speed
